716,48,71,2021-11-05 06:08:16 AM,82.11,1,fulfilled,2021-11-06 06:08:16 AM
705,348,152,2021-11-04 07:52:59 AM,272.32,1,fulfilled,2021-11-05 07:52:59 AM
53,453,171,2021-11-02 08:38:56 PM,294.44,1,fulfilled,2021-11-03 08:38:56 PM
220,988,149,2021-11-10 04:45:27 AM,3.1,1,fulfilled,2021-11-11 04:45:27 AM
715,138,140,2021-11-04 12:14:51 PM,85.06,1,fulfilled,2021-11-05 12:14:51 PM
417,300,75,2021-11-03 03:47:27 PM,182.9,1,fulfilled,2021-11-04 03:47:27 PM
211,335,193,2021-11-05 02:37:58 AM,122.57,1,fulfilled,2021-11-06 02:37:58 AM
50,32,186,2021-11-07 09:12:00 AM,10.47,1,fulfilled,2021-11-08 09:12:00 AM
619,259,41,2021-11-10 12:28:33 AM,141.67,1,fulfilled,2021-11-11 12:28:33 AM
701,598,153,2021-11-09 10:51:11 AM,381.99,1,fulfilled,2021-11-10 10:51:11 AM
199,493,124,2021-11-03 01:01:49 AM,93.66,1,fulfilled,2021-11-04 01:01:49 AM
364,96,112,2021-11-01 03:40:35 PM,109.33,1,fulfilled,2021-11-02 03:40:35 PM
456,306,22,2021-11-08 07:51:21 AM,52.66,1,fulfilled,2021-11-09 07:51:21 AM
566,916,28,2021-11-09 11:44:52 PM,162.23,1,fulfilled,2021-11-10 11:44:52 PM
701,932,58,2021-11-05 05:46:19 PM,212.88,1,fulfilled,2021-11-06 05:46:19 PM
951,639,46,2021-11-05 12:54:30 PM,183.94,1,fulfilled,2021-11-06 12:54:30 PM
619,46,41,2021-11-08 04:26:59 AM,141.67,1,fulfilled,2021-11-09 04:26:59 AM
232,293,38,2021-11-05 06:18:37 PM,137.76,1,fulfilled,2021-11-06 06:18:37 PM
896,512,98,2021-11-05 07:40:04 AM,306.75,1,fulfilled,2021-11-06 07:40:04 AM
395,501,116,2021-11-10 01:39:07 AM,244.31,1,fulfilled,2021-11-11 01:39:07 AM
715,158,140,2021-11-01 01:09:03 PM,85.06,1,fulfilled,2021-11-02 01:09:03 PM
951,606,178,2021-11-05 02:38:36 PM,31.2,1,fulfilled,2021-11-06 02:38:36 PM
934,316,40,2021-11-09 04:50:17 AM,272.83,1,fulfilled,2021-11-10 04:50:17 AM
221,47,148,2021-11-03 09:01:51 AM,433.54,1,fulfilled,2021-11-04 09:01:51 AM
211,479,42,2021-11-06 01:05:09 PM,394.22,1,fulfilled,2021-11-07 01:05:09 PM
922,618,101,2021-11-02 11:17:27 PM,129.79,1,fulfilled,2021-11-03 11:17:27 PM
553,664,130,2021-11-05 11:12:56 AM,81.46,1,fulfilled,2021-11-06 11:12:56 AM
750,806,117,2021-11-10 07:46:49 PM,32.6,1,fulfilled,2021-11-11 07:46:49 PM
724,292,100,2021-11-01 08:58:49 PM,89.67,1,fulfilled,2021-11-02 08:58:49 PM
991,114,108,2021-11-08 06:14:57 AM,242.92,1,fulfilled,2021-11-09 06:14:57 AM
148,980,39,2021-11-06 08:24:00 AM,130.16,1,fulfilled,2021-11-07 08:24:00 AM
687,926,168,2021-11-03 11:11:30 AM,235.04,1,fulfilled,2021-11-04 11:11:30 AM
472,363,95,2021-11-05 07:59:44 AM,168.66,1,fulfilled,2021-11-06 07:59:44 AM
417,278,84,2021-11-06 12:13:10 PM,339.33,1,fulfilled,2021-11-07 12:13:10 PM
53,554,128,2021-11-11 05:08:01 PM,51.53,1,fulfilled,2021-11-12 05:08:01 PM
395,650,64,2021-11-10 03:44:10 PM,10.07,1,fulfilled,2021-11-11 03:44:10 PM
715,603,140,2021-11-07 02:39:00 PM,85.06,1,fulfilled,2021-11-08 02:39:00 PM
716,816,53,2021-11-09 10:59:26 AM,20.77,1,fulfilled,2021-11-10 10:59:26 AM
750,614,117,2021-11-02 09:59:29 AM,32.6,1,fulfilled,2021-11-03 09:59:29 AM
456,248,22,2021-11-01 01:29:50 AM,52.66,1,fulfilled,2021-11-02 01:29:50 AM
218,955,50,2021-11-08 04:21:27 PM,268.32,1,fulfilled,2021-11-09 04:21:27 PM
53,489,171,2021-11-06 11:02:50 PM,294.44,1,fulfilled,2021-11-07 11:02:50 PM
417,971,84,2021-11-01 04:38:45 AM,339.33,1,fulfilled,2021-11-02 04:38:45 AM
364,51,194,2021-11-06 11:27:24 PM,116.4,1,fulfilled,2021-11-07 11:27:24 PM
619,367,26,2021-11-03 01:16:07 PM,339.68,1,fulfilled,2021-11-04 01:16:07 PM
559,484,29,2021-11-10 04:07:57 AM,344.31,1,fulfilled,2021-11-11 04:07:57 AM
4,858,185,2021-11-07 06:12:45 AM,93.5,1,fulfilled,2021-11-08 06:12:45 AM
337,819,155,2021-11-02 12:54:40 PM,50.37,1,fulfilled,2021-11-03 12:54:40 PM
211,173,193,2021-11-08 07:49:23 PM,122.57,1,fulfilled,2021-11-09 07:49:23 PM
222,641,197,2021-11-11 12:44:15 PM,332.91,1,fulfilled,2021-11-12 12:44:15 PM
559,960,29,2021-11-11 02:17:57 AM,344.31,1,fulfilled,2021-11-12 02:17:57 AM
951,351,178,2021-11-09 10:29:46 AM,31.2,1,fulfilled,2021-11-10 10:29:46 AM
460,364,154,2021-11-10 08:49:10 PM,61.48,1,fulfilled,2021-11-11 08:49:10 PM
417,823,23,2021-11-07 06:07:56 AM,343.76,1,fulfilled,2021-11-08 06:07:56 AM
885,791,138,2021-11-07 12:26:50 AM,57.13,1,fulfilled,2021-11-08 12:26:50 AM
42,433,123,2021-11-10 05:02:04 AM,135.07,1,fulfilled,2021-11-11 05:02:04 AM
510,55,59,2021-11-06 05:07:44 PM,355.8,1,fulfilled,2021-11-07 05:07:44 PM
991,410,108,2021-11-06 12:09:44 AM,242.92,1,fulfilled,2021-11-07 12:09:44 AM
557,268,45,2021-11-11 04:26:16 PM,293.83,1,fulfilled,2021-11-12 04:26:16 PM
401,883,170,2021-11-06 05:06:25 AM,72.77,1,fulfilled,2021-11-07 05:06:25 AM
553,940,191,2021-11-08 02:32:02 PM,322.78,1,fulfilled,2021-11-09 02:32:02 PM
275,845,24,2021-11-11 03:14:51 PM,129.1,1,fulfilled,2021-11-12 03:14:51 PM
501,483,179,2021-11-02 03:50:09 AM,152.5,1,fulfilled,2021-11-03 03:50:09 AM
896,117,129,2021-11-02 04:53:38 PM,369.24,1,fulfilled,2021-11-03 04:53:38 PM
890,662,135,2021-11-02 11:12:19 AM,3.35,1,fulfilled,2021-11-03 11:12:19 AM
53,540,128,2021-11-04 06:41:28 AM,51.53,1,fulfilled,2021-11-05 06:41:28 AM
218,753,50,2021-11-09 12:51:53 PM,268.32,1,fulfilled,2021-11-10 12:51:53 PM
364,747,194,2021-11-05 10:50:47 PM,116.4,1,fulfilled,2021-11-06 10:50:47 PM
395,831,7,2021-11-06 08:48:44 AM,434.37,1,fulfilled,2021-11-07 08:48:44 AM
715,97,140,2021-11-11 05:26:55 PM,85.06,1,fulfilled,2021-11-12 05:26:55 PM
890,494,111,2021-11-03 07:00:22 PM,245.79,1,fulfilled,2021-11-04 07:00:22 PM
716,625,53,2021-11-10 11:27:45 PM,20.77,1,fulfilled,2021-11-11 11:27:45 PM
472,434,146,2021-11-11 10:49:16 AM,45.43,1,fulfilled,2021-11-12 10:49:16 AM
211,516,134,2021-11-03 02:30:00 AM,68.48,1,fulfilled,2021-11-04 02:30:00 AM
222,332,78,2021-11-08 04:12:24 PM,77.44,1,fulfilled,2021-11-09 04:12:24 PM
4,234,195,2021-11-06 11:45:57 AM,467.07,1,fulfilled,2021-11-07 11:45:57 AM
553,611,174,2021-11-03 02:03:02 PM,183.49,1,fulfilled,2021-11-04 02:03:02 PM
536,648,145,2021-11-07 04:43:58 AM,12.3,1,fulfilled,2021-11-08 04:43:58 AM
460,219,160,2021-11-08 12:42:42 PM,321.01,1,fulfilled,2021-11-09 12:42:42 PM
634,4,198,2021-11-08 02:28:41 PM,195.87,1,fulfilled,2021-11-09 02:28:41 PM
42,244,123,2021-11-04 08:33:34 PM,135.07,1,fulfilled,2021-11-05 08:33:34 PM
53,391,128,2021-11-05 02:21:06 PM,51.53,1,fulfilled,2021-11-06 02:21:06 PM
42,86,114,2021-11-11 07:59:27 AM,182.96,1,fulfilled,2021-11-12 07:59:27 AM
390,196,120,2021-11-10 01:12:28 PM,459.11,1,fulfilled,2021-11-11 01:12:28 PM
42,269,114,2021-11-04 12:32:05 AM,182.96,1,fulfilled,2021-11-05 12:32:05 AM
716,17,2,2021-11-06 03:41:34 PM,446.59,1,fulfilled,2021-11-07 03:41:34 PM
53,265,128,2021-11-04 06:29:40 PM,51.53,1,fulfilled,2021-11-05 06:29:40 PM
298,486,110,2021-11-01 10:17:31 PM,54.75,1,fulfilled,2021-11-02 10:17:31 PM
472,10,146,2021-11-06 03:32:17 PM,45.43,1,fulfilled,2021-11-07 03:32:17 PM
167,195,86,2021-11-01 10:15:46 AM,28.42,1,fulfilled,2021-11-02 10:15:46 AM
271,906,67,2021-11-10 07:40:51 PM,438.37,1,fulfilled,2021-11-11 07:40:51 PM
890,815,111,2021-11-10 06:22:05 PM,245.79,1,fulfilled,2021-11-11 06:22:05 PM
50,349,186,2021-11-01 05:32:22 PM,10.47,1,fulfilled,2021-11-02 05:32:22 PM
4,485,185,2021-11-08 11:26:21 AM,93.5,1,fulfilled,2021-11-09 11:26:21 AM
337,525,159,2021-11-11 06:51:54 AM,40.05,1,fulfilled,2021-11-12 06:51:54 AM
705,468,66,2021-11-09 01:01:41 PM,222.78,1,fulfilled,2021-11-10 01:01:41 PM
148,136,39,2021-11-09 04:10:35 AM,130.16,1,fulfilled,2021-11-10 04:10:35 AM
401,137,170,2021-11-02 01:25:51 AM,72.77,1,fulfilled,2021-11-03 01:25:51 AM
222,385,65,2021-11-08 03:51:20 PM,282.18,1,fulfilled,2021-11-09 03:51:20 PM
